ID;d_visi;J?su dzimums;Vecums;Vecums;Dzimšanas gads;J?su ?imenes st?voklis;Cik cilv?ku dz?vo J?su m?jsaimniec?b?, ieskaitot J?s;Vai J?su ?imen? ir b?rni vecum? l?dz 18 gadiem (ieskaitot), kuri dz?vo kop? ar Jums?;J?s dz?vojat…;K?da ir J?su izgl?t?ba?;Izgl?t?ba;K?da ir J?su taut?ba?;Taut?ba;K?d? valod? galvenok?rt J?s run?jat ?imen??;Vai Jums ir LR pilson?ba?;K?d? sektor? J?s str?d?jat:;Pamatnodarbošan?s (Zemnieks pie pašnodarbin?t?);Pamatnodarbošan?s;M?neša vid?jie ien?kumi uz vienu ?imenes locekli (kop?jais);M?neša vid?jie ien?kumi uz vienu ?imenes locekli (kvintiles);Re?ions;Re?ions (v?l?š. apg.);Novads;L?dzu, atz?m?jiet, kur? pils?t? vai pagast? J?s dz?vojat. Ja Jums ir vair?kas dz?vesvietas, l?dzu, atz?m?jiet to, kur J?s dz?vojat visbiež?k.;Apdz?vota vieta;K?d? valod? notika intervija?;Intervijas beigu laiks;Intervijas s?kuma laiks;Intervijas datums;Intervijas garums (min);Apdz?vota vieta;Vai ?imen?, kur? J?s uzaug?t, bija k?das ar dzied?šanu saist?tas trad?cijas (š?pu?dziesmas, jubil?ra apsveikšana dziedot, dzied?šana savies?gos m?jas pas?kumos, m?jas ball?t?s, vec?ki dzied?ja kor? u.tml.)?;L?dzu, atz?m?jiet visus apgalvojumus, kuri raksturo J?su dzied?šanas paradumus. - Dziedu kor?;Dungoju ik uz so?a;M?dzu dzied?t l?dzi vai k? dal?bnieks Dziesmu sv?tku koncertos;M?dzu dzied?t l?dzi citos koncertos;M?dzu dzied?t pie J??u ugunskura;Dziedu l?dzi, kad svin?gos br?žos tiek dzied?ta valsts himna;M?dzu dzied?t, apsveicot jubil?ru;Dažk?rt m?dzu dzied?t ball?t?s, savies?gos pas?kumos;M?dzu dzied?t duš?;Dažk?rt dziedu vienatn?, attiec?g? garast?vokl?, kad sp?l? dziesmu, kura man pat?k;M?dzu dzied?t bazn?c?, Dievkalpojumos;M?dzu dzied?t, braucot automaš?n?;M?dzu dzied?t b?rniem/ kop? ar b?rniem;M?dzu dzied?t cit?s situ?cij?s;Nekad nedziedu;Cik labi J?s p?rzin?t latviešu tautasdziesmas?;Kuras tr?s no š?m tautasdziesm?m Jums pat?k vislab?k? - Skaisti dziedi lakst?gala;Tumša nakte, za?a z?le;?vu, ?vu baltas k?jas;R?ga dimd;Kur tu skriesi, vanadzi?(i);Kraukl?t’s s?ž ozol?;P?t, v?ji?i;Neviena;Gr?ti pateikt;Vai J?s piekr?tat apgalvojumam, ka latvieši ir dzied?t?ju tauta?;Vai J?s piekr?tat apgalvojumam, ka m?su dien?s latvieši ir maz?k? m?r? dzied?t?ju tauta, nek? pusi gadsimta atpaka??;Vai, J?supr?t, dzied?tprasme ir apg?stama?;Vai J?s v?l?tos iem?c?ties dzied?t lab?k?;Cik Jums ir svar?gi, lai b?rni Latvij? turpina dzied?šanas trad?cijas?;weight
1446;Visi respondenti;V?rietis;47.00;45 - 54;1971;Neprec?jies (-usies);2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;400.00;Eur 351 - Eur 499;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 15:48;15.03.2018 15:43;15-MAR-2018;12:04:56 priekšp.;R?ga;N?;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;0;1;Gr?ti pateikt;Gr?ti pateikt;Da??ji, bet ne piln?b?;N?;Tas nemaz nav svar?gi;0.960238712
1447;Visi respondenti;V?rietis;42.00;35 - 44;1976;Š??ries (-usies) vai nedz?vo kop? ar v?ru/ sievu;1;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Ukrainis (-iete);Cits (-ta);Krievu;N?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;700.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 16:02;15.03.2018 15:58;15-MAR-2018;12:03:51 priekšp.;R?ga;J?;0;0;0;0;0;0;1;1;1;1;0;0;1;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;0;0;0;0;0;1;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.992818504
1451;Visi respondenti;V?rietis;49.00;45 - 54;1969;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Polis (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;450.00;Eur 351 - Eur 499;Pier?ga;Vidzeme;Olaines novads;Olaines pagasts;Lauki;RUS;15.03.2018 16:49;15.03.2018 16:33;15-MAR-2018;12:16:38 priekšp.;Lauku teritorija;Gr?ti pateikt;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nemaz neorient?jos šaj? žanr?;0;1;0;0;0;0;0;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;Gr?ti pateikt;N?;Tas dr?z?k nav svar?gi;1.049468109
1453;Visi respondenti;Sieviete;35.00;35 - 44;1983;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Str?dnieks, str?d? fizisku darbu;Str?d?jošie;200.00;Eur 0 - Eur 250;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;15.03.2018 16:46;15.03.2018 16:40;15-MAR-2018;12:05:34 priekšp.;R?ga;J?;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;1;0;0;0;0;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.81232939
1455;Visi respondenti;V?rietis;45.00;45 - 54;1973;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;275.00;Eur 251 - Eur 350;Latgale;Latgale;Daugavpils;Daugavpils;Cita pils?ta;RUS;15.03.2018 16:55;15.03.2018 16:50;15-MAR-2018;12:05:30 priekšp.;Liel?s pils?tas;N?;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;Gr?ti pateikt;Tas ir dr?z?k svar?gi;1.104662132
1459;Visi respondenti;V?rietis;34.00;25 - 34;1984;Prec?jies (-usies) vai dz?vo ar partneri;5;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;600.00;Eur 500 - Eur 699;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;15.03.2018 17:02;15.03.2018 16:58;15-MAR-2018;12:07:52 priekšp.;R?ga;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Nemaz neorient?jos šaj? žanr?;0;0;0;1;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k nepiekr?tu;N?, viss atkar?gs no iedzimt?m sp?j?m;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas dr?z?k nav svar?gi;1.24934008
1460;Visi respondenti;V?rietis;32.00;25 - 34;1986;Prec?jies (-usies) vai dz?vo ar partneri;3;J?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;200.00;Eur 0 - Eur 250;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 17:07;15.03.2018 16:58;15-MAR-2018;12:08:32 priekšp.;R?ga;J?;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;0;0;0;1;0;Dr?z?k piekr?tu;Gr?ti pateikt;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas dr?z?k nav svar?gi;1.24934008
1462;Visi respondenti;V?rietis;48.00;45 - 54;1970;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;N?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;500.00;Eur 500 - Eur 699;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 17:17;15.03.2018 17:06;15-MAR-2018;12:10:33 priekšp.;R?ga;J?;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;0;1;Dr?z?k piekr?tu;Gr?ti pateikt;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.960238712
1464;Visi respondenti;V?rietis;64.00;64 - 75;1954;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;400.00;Eur 351 - Eur 499;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 17:16;15.03.2018 17:10;15-MAR-2018;12:06:11 priekšp.;R?ga;J?;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;1;1;0;1;0;0;Piln?b? piekr?tu;Piln?ba nepiekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.982985294
1466;Visi respondenti;V?rietis;56.00;55 - 63;1962;Prec?jies (-usies) vai dz?vo ar partneri;2;J?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Polis (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 17:25;15.03.2018 17:18;15-MAR-2018;12:07:56 priekšp.;R?ga;J?;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;Gr?ti pateikt;0;0;0;1;0;0;1;0;0;Piln?b? piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;Gr?ti pateikt;Tas dr?z?k nav svar?gi;0.946821825
1467;Visi respondenti;V?rietis;49.00;45 - 54;1969;Prec?jies (-usies) vai dz?vo ar partneri;3;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Latgale;Latgale;R?zekne;R?zekne;Cita pils?ta;LAT;15.03.2018 17:28;15.03.2018 17:20;15-MAR-2018;12:08:42 priekšp.;Liel?s pils?tas;N?;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;1;1;0;0;0;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;N?, viss atkar?gs no iedzimt?m sp?j?m;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas dr?z?k nav svar?gi;0.940666577
1471;Visi respondenti;V?rietis;45.00;45 - 54;1973;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Polis (-iete);Cits (-ta);Krievu;N?;Nestr?d?;Bezdarbnieks;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Pier?ga;Vidzeme;Ogres novads;Ogres pils?ta;Cita pils?ta;RUS;15.03.2018 17:45;15.03.2018 17:37;15-MAR-2018;12:08:15 priekšp.;Cita pils?ta;N?;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Gr?ti pateikt;0;0;0;0;0;0;0;0;1;Dr?z?k piekr?tu;Gr?ti pateikt;Gr?ti pateikt;N?;Gr?ti pateikt;1.049468109
1472;Visi respondenti;Sieviete;32.00;25 - 34;1986;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dv??u m?ja, rindu m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Str?dnieks, str?d? fizisku darbu;Str?d?jošie;450.00;Eur 351 - Eur 499;Pier?ga;Vidzeme;J?rmala;J?rmala;Cita pils?ta;RUS;15.03.2018 17:53;15.03.2018 17:39;15-MAR-2018;12:14:11 priekšp.;Liel?s pils?tas;J?;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;1;1;0;0;0;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.117205361
1475;Visi respondenti;Sieviete;43.00;35 - 44;1975;Prec?jies (-usies) vai dz?vo ar partneri;5;J?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;100.00;Eur 0 - Eur 250;Pier?ga;Vidzeme;Ogres novads;Ogres pils?ta;Cita pils?ta;LAT;15.03.2018 18:10;15.03.2018 18:02;15-MAR-2018;12:07:36 priekšp.;Cita pils?ta;N?;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;1;0;0;0;0;0;0;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Gr?ti pateikt;0.887814433
1476;Visi respondenti;Sieviete;35.00;35 - 44;1983;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;1000.00;Eur 700 un vair?k;Pier?ga;Vidzeme;Garkalnes novads;G?rkalnes novads;Lauki;LAT;15.03.2018 18:08;15.03.2018 18:02;15-MAR-2018;12:05:55 priekšp.;Lauku teritorija;J?;0;0;0;0;1;1;1;0;0;0;1;1;1;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;0;0;0;0;1;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;N?;Tas ir dr?z?k svar?gi;1.042595759
1479;Visi respondenti;Sieviete;23.00;18 - 24;1995;Neprec?jies (-usies);4;N?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;1801.00;Eur 700 un vair?k;Zemgale;Zemgale;Jelgava;Jelgava;Cita pils?ta;LAT;15.03.2018 18:26;15.03.2018 18:17;15-MAR-2018;12:09:09 priekšp.;Liel?s pils?tas;J?;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;1;1;0;0;1;0;0;Piln?b? piekr?tu;Piln?b? piekr?tu;J?;J?, un ir konkr?ti nodomi vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.400723684
1480;Visi respondenti;V?rietis;29.00;25 - 34;1989;Neprec?jies (-usies);4;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Bezdarbnieks;Nestr?d?jošie;500.00;Eur 500 - Eur 699;Kurzeme;Kurzeme;Liep?ja;Liep?ja;Cita pils?ta;LAT;15.03.2018 18:28;15.03.2018 18:18;15-MAR-2018;12:09:47 priekšp.;Liel?s pils?tas;J?;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;0;0;0;1;0;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas dr?z?k nav svar?gi;1.006261839
1481;Visi respondenti;Sieviete;21.00;18 - 24;1997;Neprec?jies (-usies);3;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Kurzeme;Kurzeme;Priekules novads;Priekules pils?ta;Cita pils?ta;LAT;15.03.2018 18:30;15.03.2018 18:22;15-MAR-2018;12:08:03 priekšp.;Cita pils?ta;J?;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;1;0;0;1;0;0;0;Piln?b? piekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.150196032
1485;Visi respondenti;V?rietis;20.00;18 - 24;1998;Neprec?jies (-usies);2;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;775.00;Eur 700 un vair?k;Kurzeme;Kurzeme;Aizputes novads;Aizputes pils?ta;Cita pils?ta;LAT;15.03.2018 18:48;15.03.2018 18:34;15-MAR-2018;12:14:01 priekšp.;Cita pils?ta;J?;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0;?oti labi p?rzinu;0;1;0;1;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.197059696
1486;Visi respondenti;V?rietis;56.00;55 - 63;1962;Š??ries (-usies) vai nedz?vo kop? ar v?ru/ sievu;2;N?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;420.00;Eur 351 - Eur 499;Zemgale;Zemgale;Iecavas novads;Iecavas novads;Lauki;RUS;15.03.2018 18:40;15.03.2018 18:34;15-MAR-2018;12:06:20 priekšp.;Lauku teritorija;N?;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k nepiekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.090618726
1487;Visi respondenti;Sieviete;19.00;18 - 24;1999;Neprec?jies (-usies);3;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Krievu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;1400.00;Eur 700 un vair?k;Kurzeme;Kurzeme;Liep?ja;Liep?ja;Cita pils?ta;RUS;15.03.2018 18:47;15.03.2018 18:37;15-MAR-2018;12:09:54 priekšp.;Liel?s pils?tas;J?;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;N?;Tas dr?z?k nav svar?gi;1.150196032
1490;Visi respondenti;V?rietis;24.00;18 - 24;1994;Neprec?jies (-usies);4;N?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Kurzeme;Kurzeme;Liep?ja;Liep?ja;Cita pils?ta;LAT;15.03.2018 18:54;15.03.2018 18:41;15-MAR-2018;12:13:03 priekšp.;Liel?s pils?tas;J?;0;0;0;1;1;1;1;0;0;0;0;1;0;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;1;0;0;0;1;0;0;Piln?b? piekr?tu;Piln?b? piekr?tu;J?;J?, un ir konkr?ti nodomi vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.197059696
1491;Visi respondenti;V?rietis;25.00;25 - 34;1993;Neprec?jies (-usies);3;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;300.00;Eur 251 - Eur 350;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 18:56;15.03.2018 18:41;15-MAR-2018;12:14:21 priekšp.;R?ga;N?;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;1;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.24934008
1493;Visi respondenti;V?rietis;22.00;18 - 24;1996;Neprec?jies (-usies);3;N?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Cit?;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Vidzeme;Vidzeme;Varak??nu novads;Varak??nu pils?ta;Cita pils?ta;LAT;15.03.2018 19:01;15.03.2018 18:52;15-MAR-2018;12:09:34 priekšp.;Cita pils?ta;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;1;1;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir dr?z?k svar?gi;1.582833275
1494;Visi respondenti;V?rietis;20.00;18 - 24;1998;Neprec?jies (-usies);3;N?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;1000.00;Eur 700 un vair?k;Latgale;Latgale;R?zekne;R?zekne;Cita pils?ta;LAT;15.03.2018 19:01;15.03.2018 18:53;15-MAR-2018;12:07:56 priekšp.;Liel?s pils?tas;J?;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;0;1;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.455934983
1495;Visi respondenti;V?rietis;23.00;18 - 24;1995;Neprec?jies (-usies);5;N?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Kurzeme;Kurzeme;N?cas novads;N?cas pagasts;Lauki;LAT;15.03.2018 19:06;15.03.2018 18:55;15-MAR-2018;12:10:27 priekšp.;Lauku teritorija;J?;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;1;1;0;1;0;0;0;Piln?b? piekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.197059696
1497;Visi respondenti;V?rietis;21.00;18 - 24;1997;Neprec?jies (-usies);4;J?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Latgale;Latgale;V?rkavas novads;Upmalas pagasts;Lauki;LAT;15.03.2018 19:04;15.03.2018 18:57;15-MAR-2018;12:06:40 priekšp.;Lauku teritorija;Gr?ti pateikt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Gr?ti pateikt;0;0;0;0;0;0;0;0;1;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;N?;Tas ir dr?z?k svar?gi;1.455934983
1498;Visi respondenti;Sieviete;19.00;18 - 24;1999;Prec?jies (-usies) vai dz?vo ar partneri;4;N?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;1200.00;Eur 700 un vair?k;Kurzeme;Kurzeme;Aizputes novads;Aizputes pagasts;Lauki;LAT;15.03.2018 19:14;15.03.2018 18:59;15-MAR-2018;12:14:35 priekšp.;Lauku teritorija;J?;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;0;0;1;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.150196032
